Creator,SwallowIDs,URLs
"Mason Pierre, Terese",10299; 11122; 7923,
"Mason, Ky",13704,
"Mason, Raymond",12294,http://viaf.org/viaf/18159154264811992157
"Mason-John, Valerie",10204; 11488; 13487; 9125; 9922,http://viaf.org/viaf/34351201; http://viaf.org/viaf/3545151965286900470008
"Massey, Simon",13835,
"Massing, Conni",10206,http://viaf.org/viaf/47991837
"Masson, Cynthea",13864,http://viaf.org/viaf/83480582
"Massoud, Mena",12554,http://viaf.org/viaf/7246156223630805400008
"Masters, Tom",11886,http://viaf.org/viaf/16149542857600301835
"Mastragostino, Matteo",10189,http://viaf.org/viaf/348150748988816420005
"Masutani, Matsuki",11602,http://viaf.org/viaf/30161573392504520674
"Matas, Carol",11691,"https://viaf.org/viaf/17261038/#Matas,_Carol,_1949-...."
"Matas, Manuel",12251,
"Mathieu, Manuel",8755,http://viaf.org/viaf/317018436
"Mathis, Lora",8227,http://viaf.org/viaf/321150468294604171092
"Matin, Sumaiya",10156,http://viaf.org/viaf/8161632193410641421
"Matlow, Rachel",9859,"http://viaf.org/viaf/81257701/#Matlow,_Rachel"
"Matthews, Airea D.",9569,http://viaf.org/viaf/270149066662965601440
"Matthews, Carol",13503,http://viaf.org/viaf/104967050
"Mattick, Lindsay",12755,http://viaf.org/viaf/15146635683141982519
"Matuk, Nyla",8952,http://viaf.org/viaf/102854669
"Matuk, Nyla Jean",8776,http://viaf.org/viaf/102854669
"Maultsaid, Deirdre",10294,http://viaf.org/viaf/106664714
"Mavrikakis, Catherine",13941,http://viaf.org/viaf/33131412
"Mayers, Joké L.",13462,http://viaf.org/viaf/56087824
"Maylor, Micheline",10600; 11028; 11849; 9063; 9925,"http://viaf.org/viaf/12089073; https://viaf.org/viaf/12089073/#Maylor,_Micheline,_1970-"
"Maynard, Robyn",10477,"https://viaf.org/viaf/317015905/#Maynard,_Robyn,_1987-...."
"Mayne, Lori",13294,
"Mayr, Suzette",7918; 9247,http://viaf.org/viaf/105452256
"Mays, Mariianne",9280,http://viaf.org/viaf/106672071
"Mbonimpa, Melchior",11000,"https://viaf.org/viaf/114306437/#Mbonimpa,_Melchior,_1955-...."
"Mbue, Imbolo",12736,http://viaf.org/viaf/315176836
"Mc Donnell, Conor",9985,http://viaf.org/viaf/71151110764437062422
"McAdam, Colin",8898,http://viaf.org/viaf/79539619
"McAdam, Rhoda",8667,
"McAdam, Tash",13432; 8669,http://viaf.org/viaf/24156674877733580166
"McArthur, Mike",11901; 13466,http://viaf.org/viaf/116145970098632250967
"McAskill, Annick",13668,http://viaf.org/viaf/806145857117622922223
"McBride, Karen",11531; 9160; 9272; 9362; 9381; 9414,http://viaf.org/viaf/2953158261778002540000
"McBurnie, Jonathan.",10238,http://viaf.org/viaf/157164187389418200999
"McCabe, Steve",9771,http://viaf.org/viaf/41444266
"McCaffrey, Taylor",11012,
"McCaig, Joann",9036,http://viaf.org/viaf/244192
"McCall Smith, Alexander",8988,http://viaf.org/viaf/86227797
"McCallum, Kirstie",13297,
"McCammon, Sean",9140,http://viaf.org/viaf/29161329861152131440
"McCandless, Rowan",10127; 10156; 10273; 10808; 11011; 11155; 11531; 12394; 13507; 9490,"http://viaf.org/viaf/10160422847368030030; https://viaf.org/viaf/10160422847368030030/#McCandless,_Rowan,_1958-; https://viaf.org/viaf/search?query=local.names%20all%20%22Rowan%20McCandless%22&sortKeys=holdingscount&recordSchema=BriefVIAF"
"McCann, Colum",11690; 12944; 8759,"http://viaf.org/viaf/98559644; https://viaf.org/viaf/98559644/#McCann,_Colum,_1965-...."
"McCann, Sean",8928,http://viaf.org/viaf/227422165
"McCann, Séan",9295,http://viaf.org/viaf/227422165
"McCarthy, Jesse",13011,http://viaf.org/viaf/25160846523308032424
"McCarthy, Tara",13333,
"McCarthy, Thandiwe",10386; 11488; 8269,http://viaf.org/viaf/56164658721903132946
"McCarthy-Brandt, Mary Louise",11493,
"McCartney, JoAnn",10977,
"McCartney, Sharon",9695,http://viaf.org/viaf/11652158
"McCaskill, Don",12463,http://viaf.org/viaf/92604206
"McCaslin, Susan",11566; 11904; 13896; 9614," http://viaf.org/viaf/93670251; http://viaf.org/viaf/93670251; https://viaf.org/viaf/93670251/#McCaslin,_Susan,_1947-"
"McCluskey, Elaine",9838,"http://viaf.org/viaf/51113360/#McCluskey,_Elaine,_1955-"
"McConachy, Medwyn",11607,
"McConnell, Shannon",8574,http://viaf.org/viaf/93158669740027200577
"McConvey, J. R.",10298,http://viaf.org/viaf/20155564114313002918
"McConvey, J.R.",9668,"https://viaf.org/viaf/20155564114313002918/#McConvey,_J._R.,_1979-"
"McCormack, Derek",10337,http://viaf.org/viaf/14677714
"McCormack, J. A.",9593,http://viaf.org/viaf/104848653
"McCormack, Judith",11718; 9813,"http://viaf.org/viaf/8230159478128927990001; https://viaf.org/viaf/104848653/#McCormack,_J._A._(Judith_A.)"
"McCormick, Gregory",12472; 12496; 12497; 12503; 12504; 12507; 12508; 12510; 12511; 12512; 12513; 12514; 12515; 12517; 12518; 12520; 12522; 12557; 12564; 12566; 12570; 12615; 12660; 12662; 12671; 12679; 12680; 12687; 12704; 12705; 12718; 12722; 12729; 12731; 12737; 12738; 12754; 12759; 12763; 12924; 12929; 12931; 13000; 13004; 13005; 13006; 13008; 13009; 13010; 13012; 13014; 13016; 13017; 13019; 13022; 13023; 13025; 13027; 13028; 13032; 13033; 13035; 13036; 13037,
"McCormick, Gregory John",8935,http://viaf.org/viaf/73466133
"McCown, Mary",12786,
"McCoy, Ann",12296,http://viaf.org/viaf/95842585
"McCrae, Laura K.",12092,http://viaf.org/viaf/6146331897218691841
"McCraken, Kathleen",9901,
"McCreesh, Alison",11000,"https://viaf.org/viaf/305358658/#McCreesh,_Alison"
"McCrum, Rachel",10044; 11502; 11768; 13127; 13167; 13170; 13607; 8179; 8197; 8199; 8200; 8203; 8204; 8206; 8209; 8210; 8346; 8356,http://viaf.org/viaf/300348020
"McCue, Duncan",13947; 8982,http://viaf.org/viaf/18146331744518690403
"McCulloch, Gretchen",11707,http://viaf.org/viaf/105434888
"McDaid, Amy",11223; 11227,"https://viaf.org/viaf/15160665114503362148/#McDaid,_Amy"
"McDermid, Val",8766,Val McDermid
"McDermott, Larry",12333,
"McDiarmid, Jessica",12508; 12521,http://viaf.org/viaf/7154800157056190698
"McDonald, Bernadette",10243,http://viaf.org/viaf/72508731
"McDonald, Bob,",10840,http://viaf.org/viaf/104912759
"McDonald, John",10814; 12748; 8996,http://viaf.org/viaf/106477436
"McElroy, Gil",12089,
"McElwaine, Clint",11463,
"McEwan, Ian",12885,http://viaf.org/viaf/109587997
"McFadden, Deanna",10477,"https://viaf.org/viaf/21532083/#McFadden,_Deanna."
"McFaddin, Lorraine",11561; 11659,
"McFadzean, Cassidy",8176; 8834,http://viaf.org/viaf/313282811
"McFadzean, Dakota",10235; 9044,http://viaf.org/viaf/166144783005495221357
"McFarlane, Peter",10188,http://viaf.org/viaf/31148972
"McFetridge, John",10840,http://viaf.org/viaf/34153559
"McGill, Robert",10477,"https://viaf.org/viaf/74171222/#McGill,_Robert,_1976-...."
"McGillis, Ian",8345,http://viaf.org/viaf/4612419
"McGowan Ross, Tara",8227,http://viaf.org/viaf/6643161152508135190009
"McGowan, Gil",10849,
"McGowan-Ross, Tara",11155; 11504; 11915; 13152; 13990; 8228; 8482; 8490; 8528; 8545; 8569; 9483; 9955,"http://viaf.org/viaf/1147965648884080893; https://viaf.org/viaf/1147965648884080893/#McGowan-Ross,_Tara,_1992-"
"McGrail, Justin",13763,http://viaf.org/viaf/106255768
"McGrath, Carmelita",13603,http://viaf.org/viaf/315083886
"McGrath, Eamon",9644,http://viaf.org/viaf/234824102
"McGrath, Janet Tamalik",8957; 8958,http://viaf.org/viaf/18154257785324150253
"McGrath, Wendy",10916; 12102; 8573; 9479,"http://viaf.org/viaf/46105625; https://viaf.org/viaf/46105625/#McGrath,_Wendy."
"McGreal, Ryan",9484,
"McGreal, Shayne A.",10077,http://viaf.org/viaf/8161028753823740260
"McGreal-Dinning, Debbie",9115,
"McGregor, Al",13320,http://viaf.org/viaf/106320308
"McGregor, Hanlon",10540,
"McGregor, Hannah",11168; 12490; 12798,"http://viaf.org/viaf/20153713810358661443; https://viaf.org/viaf/20153713810358661443/#McGregor,_Hannah"
"McGuire, Tara",11168; 8698,"https://viaf.org/viaf/29164907383417851198/#McGuire,_Tara"
"McIlwraith, Naomi",10257; 11466,"http://viaf.org/viaf/160799957; https://viaf.org/viaf/160799957/#McIlwraith,_Naomi_L."
"McIlwraith, Naomi L.",11460; 11461; 11462; 11463,"https://viaf.org/viaf/160799957/#McIlwraith,_Naomi_L."
"McIntosh, Leanne",13544,http://viaf.org/viaf/106512922
"McIntyre, Alando",10098,
"McIntyre, Tanya",10839,http://viaf.org/viaf/34162842019773041054
"McKay, Ami",10778,http://viaf.org/viaf/40543781
"McKay, Dodie Graham",12441,http://viaf.org/viaf/49162842385073042434
"McKay, Don",8720,http://viaf.org/viaf/2535719
"McKay, Marlene",10930,"https://viaf.org/viaf/9321052/#McKay,_Marlene,_1952-"
"McKay, Sheryl",12427,
"McKeen, Erica",8316; 9832,
"McKenzie, Catherine",8750; 9656,"http://viaf.org/viaf/107311401; https://viaf.org/viaf/107311401/#McKenzie,_Catherine."
"McKenzie, Desiree",13575; 13887; 8990,
"McKenzie, Heidi",13627,
"McKeon, Laura",9997,http://viaf.org/viaf/13150645263010622639
"McKeon, Lauren",10074; 12756; 8756; 9479,"http://viaf.org/viaf/13150645263010622639; http://viaf.org/viaf/1450152932537609830006; https://viaf.org/viaf/13150645263010622639/#McKeon,_Lauren,_1984-"
"McKeown, Kit",10236,
"McKillop, Kyle",10869,
"McKinley, Jennifer",8422,
"McKinnon, Hannah Mary",9541; 9656; 9862,"http://viaf.org/viaf/101152138551210980572; https://viaf.org/viaf/101152138551210980572/#McKinnon,_Hannah_Mary."
"McKiver, Melody",13617,
"McLachlan, Brian",10477; 10522,"https://viaf.org/viaf/295341557/#McLachlan,_Brian"
"McLaren, Norman",9836,"http://viaf.org/viaf/96257785/#McLaren,_Norman,_1914-1987"
"McLean, Christine",10230,
"McLean, Matti",11445; 11446; 11448; 11452; 11454,http://viaf.org/viaf/264588129
"McLeod, Darrel",11902; 13132; 13151; 13157; 13161; 13170,http://viaf.org/viaf/106528289
"McLeod, Darrel J.",10312; 10973; 11017; 11289; 11291; 11297; 8615; 8674; 9436,"http://viaf.org/viaf/106528289; https://viaf.org/viaf/106528289/#McLeod,_Darrel_J."
"McLeod, Georgette",11117,
"McLeod, Katherine",11770; 11772; 12227; 12476; 12485; 12486; 12529; 12766; 12826,http://viaf.org/viaf/44156495389117561605
"McLeod, Vicki",13464,http://viaf.org/viaf/470154590088743080287
"McMahon, Ryan",12760,https://www.wikidata.org/wiki/Q66732432
"McMahon, Serah-Marie",8809,http://viaf.org/viaf/305358803
"McMillan, Amber",9811,"http://viaf.org/viaf/307469824/#McMillan,_Amber,_1981-"
"McMillan, Jessica Lee",13648,
"McMillan, Rachel",10477; 9629,"https://viaf.org/viaf/317097626/#McMillan,_Rachel,_1981-"
"McNabb, Lauren",12318,
"McNally, Ben",9512,
"McNally, Danielle",9817,http://viaf.org/viaf/1710159233955003370063
"McNamara, Rea",13011,
"McNarry, John",11403,
"McNaughton, Krista",12383; 12388,
"McNeil, Jean",11967,http://viaf.org/viaf/31260383
"McNeill, Lindsey",11861; 11863,
"McNeilly, Kevin",8190,http://viaf.org/viaf/105459783
"McNeney, Arley",10842,"https://viaf.org/viaf/75768532/#McNeney,_Arley,_1982-"
"McNish, Hollie",8887,http://viaf.org/viaf/553149106023268490393
"McPherson, Carolyn",8345,
"McPherson, Christian",12099; 9251,http://viaf.org/viaf/12035635
"McVie, Tom",12292,https://www.wikidata.org/wiki/Q3530799
"McWatt, Tessa",8477,http://viaf.org/viaf/21642629
"Mckenzie, Desiree",9052,
"Mclennan, Rob",10153; 12088; 12100; 12117; 12119; 8262,http://viaf.org/viaf/37166916
"Mcleod, Katherine",9573,http://viaf.org/viaf/44156495389117561605
"Meadows, Sally",14130,http://viaf.org/viaf/313484835
"Medina, Sarah Maria",11543,
"Medina, V.",8253,
"Medland, Pam",8374,
"Medland, Pamela",11607; 13866; 9085; 9117,
"Mehmood, Tariq",12345,http://viaf.org/viaf/62964599
"Mehrotra, Rati",10296,http://viaf.org/viaf/17150939961526601542
"Meisner, Natalie",11849; 8955; 9023; 9121,"http://viaf.org/viaf/106046181; http://viaf.org/viaf/5986160667671303560006; https://viaf.org/viaf/106046181/#Meisner,_Natalie,_1972-"
MelVee X,12752; 12774,
"Melançon, Charlotte",13920,http://viaf.org/viaf/44331575
"Melchor, Fernanda",12513; 8737,http://viaf.org/viaf/308767694
"Melfi, Marco",9479,
"Melgaard, Michael",13671,http://viaf.org/viaf/54124545
"Melgard, Michael",13666,
Melissa,12715,
"Mendel, Charlotte R.",10075,http://viaf.org/viaf/303178681
"Mendelsohn, Daniel",8194,http://viaf.org/viaf/30710526
"Mendez, Mila",8442,
"Mendis, Yohani",13655,
"Meneghetti, Monica",10339; 13959; 8598,"http://viaf.org/viaf/315713245; http://viaf.org/viaf/315713245/#Meneghetti,_Monica"
"Mengiste, Maaza",8778; 8978,http://viaf.org/viaf/96758846
"Menon, Uma",10693,http://viaf.org/viaf/4159154062711990047
"Merasty, Francine",11612,http://viaf.org/viaf/18161511960570560867
"Merbaum, Lindsay",12408,http://viaf.org/viaf/6167984195533550434
"Mercredi, Duncan",11039; 13149; 13231,"http://viaf.org/viaf/22009470; https://viaf.org/viaf/22009470/#Mercredi,_Duncan,_1951-...."
"Merola, Caroline",9334,http://viaf.org/viaf/36079818
"Merpaw, Amanda",11675; 9943,http://viaf.org/viaf/32164717746402090887
"Messenger, Shannon",8538,http://viaf.org/viaf/221070626
"Metaphor, Marie",13794,
"Metcalfe, Nygel",11901,
"Methot, Suzanne",10427,"http://viaf.org/viaf/55981864/#Methot,_Suzanne,_1968-"
"Metres, Philip",8239, http://viaf.org/viaf/39695359
Metronomad,13641,
"Meuse, Theresa",10768; 10771,http://viaf.org/viaf/7325073; http://viaf.org/viaf/73250737
"Meyer, Bruce",10032; 10036; 10603; 9706; 9712,http://viaf.org/viaf/22392740
"Mian, Sarah",10099,http://viaf.org/viaf/316003998
"Micallef, Shawn",10380; 10463; 10523,"http://viaf.org/viaf/107906022/#Micallef,_Shawn,_1974-; https://viaf.org/viaf/107906022/#Micallef,_Shawn,_1974-"
"Michael, Shayne",13132; 13149; 13153; 13157; 13171,http://viaf.org/viaf/1307159474203927661592
"Michaels, Anne",13955; 8152; 8740; 8744; 8914,http://viaf.org/viaf/98055768
"Michaels, Sean",11523; 12712; 12903,http://viaf.org/viaf/305307623
"Michaud, Andrée A.",11000,"https://viaf.org/viaf/44620364/#Michaud,_Andr%C3%A9e_A.,_1957-"
"Michaud, Sébastien",10229; 10386,
"Michelle, Brianna",9485,
"Michelle, Ceilidh",13915,http://viaf.org/viaf/35156495380617561371
"Middleton, Andrew",8345,
"Midgley, Peter",10204; 10205; 10206; 10912; 12105; 9138; 9479,"http://viaf.org/viaf/4427225; https://viaf.org/viaf/4427225/#Midgley,_Peter,_1965-"
"Mifsud, Immanuel",8222,
"Mihali, Felicia",10065; 10078,http://viaf.org/viaf/38748496
"Mihesuah, Devon A.",13947,http://viaf.org/viaf/22421568
"Milan, Courtney",10190,http://viaf.org/viaf/249771745
"Milde, Michael",11591,http://viaf.org/viaf/104976542
"Miles, Kirk",10110; 10258; 11855; 9117; 9124; 9125; 9126; 9127; 9129,http://viaf.org/viaf/41196904
"Miles, Lynn",12274,http://viaf.org/viaf/5090168453546666300002
"Militano, Carmelo",10023; 8653; 9582,http://viaf.org/viaf/106586860
"Mill, Jessie",13957,http://viaf.org/viaf/288960721
"Millar, Alexander",10536,
"Millar, Hazel",10153,http://viaf.org/viaf/5152930926209672430
"Miller, David",10426,"http://viaf.org/viaf/81559338/#Miller,_David,_1943-...."
"Miller, Geordie",11527,http://viaf.org/viaf/306379167
"Miller, Janet",13506,
"Miller, K.D.",10840, http://viaf.org/viaf/31576800
"Miller, Kristen Renee",8303,http://viaf.org/viaf/5157770003748661390
"Miller-Schroeder, Patricia",10652,http://viaf.org/viaf/18946098
"Milliman, Hayley",13511,
"Million, Justin",8248,http://viaf.org/viaf/164755836
"Milman, Isa",11393,"https://viaf.org/viaf/19403717/#Milman,_Isa"
"Milne, David",10283,
"Milner, Arthur",8359,http://viaf.org/viaf/6509159478218027990007
"Milosavljevic, Raquel",10756,
"Milstein, Cindy",10098,http://viaf.org/viaf/120574357
"Mines, Rachel",11792,"https://viaf.org/viaf/105439965/#Mines,_Rachel"
"Minett, Barb",12685,
"Mintz, Corey",10477; 10525; 13364,"http://viaf.org/viaf/8154257783924150157; https://viaf.org/viaf/8154257783924150157/#Mintz,_Corey,_1975-"
"Mintz, Sarah",8997,
Mirabel,8256,
"Mirolla, Michael",10026; 10027; 10042; 10066; 10079; 11780; 8187; 9732, http://viaf.org/viaf/58281975; http://viaf.org/viaf/58281975
"Mirza, Fawzia",10135,http://viaf.org/viaf/121189222
"Misch, Lucia",11853; 13758,
"Miscione, Christine",13673,http://viaf.org/viaf/303646137
"Misri, Angela",10398; 10477; 12391,"http://viaf.org/viaf/309855676; https://viaf.org/viaf/309855676/#Misri,_Angela"
"Misztal, Megan",10242,
Mitch,13884,
"Mitchell, Alanna",12737,
"Mitchell, Brandon",8809,http://viaf.org/viaf/2152682559423312506
"Mitchell, David",8193,http://viaf.org/viaf/85328187
"Mitchell, Serene",10411,
"Mitchell, Shandi",10766,http://viaf.org/viaf/100812714
"Mithrush, Fawnda",13341,
"Miya, Chelsea",12338,http://viaf.org/viaf/916206034975140186
"Mlotek, Haley",9500,
"Mlynowski, Sarah",10377,"http://viaf.org/viaf/33061806/#Mlynowski,_Sarah"
"Mockler, Kathryn",10428; 13489; 9576; 9674,"http://viaf.org/viaf/170073336; http://viaf.org/viaf/170073336/#Mockler,_Kathryn,_1971-; https://viaf.org/viaf/170073336/#Mockler,_Kathryn,_1971-"
"Mody, Monica",12117,http://viaf.org/viaf/308766380
Moe Clark,8177,http://viaf.org/viaf/317024729
"Moe, Karen",13648,
"Moeller, Vanessa",10250; 12681,http://viaf.org/viaf/102883111
"Moffatt, Kate",12802,
"Mohabir, Nalini",9956,http://viaf.org/viaf/30160208384948620238
"Mohamed, Amina",9479,
"Mohamed, Omar",8554,http://viaf.org/viaf/9793160310473658300000
"Mohamed, Premee",10002; 10956; 9995,http://viaf.org/viaf/11158488459611730892
"Mohamed, Tameera",10904,
"Mohamed, Timiro",10203; 10484; 13340,http://viaf.org/viaf/27150030522010960361
"Mohammadi, Kashayar",10022; 10024,
"Mohammadi, Khashayar",10294; 10726; 11679; 12088; 13649; 13669; 8230,"http://viaf.org/viaf/9160422829568030302; https://viaf.org/viaf/9160422829568030302/#Mohammadi,_Khashayar,_1994-"
"Mohammandi, Khashayar",10291,
"Mohammed, Zaynab",12423,http://viaf.org/viaf/311457700
"Moir, Rita",11934,http://viaf.org/viaf/60310841
"Mok, Carmen",10477,"https://viaf.org/viaf/2079149719106011130000/#Mok,_Carmen"
"Mokha, Avleen",13586; 13604,http://viaf.org/viaf/8167501391892802613
"Mokha, Avleen K",11106; 11109,
"Molavi, Fereshteh",8834,http://viaf.org/viaf/7300909
"Molina Lora, Luis",13967,http://viaf.org/viaf/305358757
"Molope, Kagiso Lesego",9354,http://viaf.org/viaf/9235837
"Moltke, Helmuth von",12907,http://viaf.org/viaf/161024361
"Monahan, Lynda",8962,http://viaf.org/viaf/24240191
"Moncrieff, J.H.",12412,http://viaf.org/viaf/36157340769909922565
"Monet, Aja",10098,http://viaf.org/viaf/235272402
"Mongeau, France",13610,http://viaf.org/viaf/24767302
"Monkman, Lenard",13231,
"Monnet, Émilie",13128; 13145; 13153,http://viaf.org/viaf/1160242629652430544
"Montell, Amanda",13353,http://viaf.org/viaf/23156217901204740019
"Monticue, Andrea",11891,
"Montreiul, Mike",8262,
"Montreuil, Mike",12113,http://viaf.org/viaf/102863989
"Monzon Rodrigues, Sofía",13917,
"Moody, Alys",10142; 10143; 10145,http://viaf.org/viaf/311783836
"Mooney, Jacob McArthur",12098,http://viaf.org/viaf/1940325
"Mooney, Malcolm",11848,
"Moonsister, Erin",13850,
"Moore Davis, Irene",11971,"https://viaf.org/viaf/38153713730758660941/#Moore_Davis,_Irene"
"Moore, Andrea",12971,
"Moore, Carley",9091,http://viaf.org/viaf/170637144
"Moore, Chloe",12234,
"Moore, Jessica",10058; 10314; 12113; 13665; 8212; 8271; 9118,http://viaf.org/viaf/221171660
"Moore, Lisa",12424,http://viaf.org/viaf/5154167
"Moore, Nathaniel G.",11970; 13907; 8219,"http://viaf.org/viaf/19419812; https://viaf.org/viaf/19419812/#Moore,_Nathaniel_G."
"Moore, Susanna",12507,http://viaf.org/viaf/109902730
"Mootoo, Shani",10477; 11587; 8281; 8947; 9298; 9344; 9522; 9961,"http://viaf.org/viaf/79160427; http://viaf.org/viaf/79160427/#Mootoo,_Shani; https://viaf.org/viaf/79160427/#Mootoo,_Shani"
"Morali, Laure",13175; 13982,http://viaf.org/viaf/53887549
"Moran, James K.",10529,"https://viaf.org/viaf/311459731/#Moran,_James_K."
"Moran, Patrick",9842,http://viaf.org/viaf/171813962
"Morazzoni, Marta",13992,http://viaf.org/viaf/110207351
"Mordecai, Pamela",10042; 10689; 10694; 11248; 9015,http://viaf.org/viaf/59135849
"Morden, Brad",13754; 13757; 13760,
"Moreira, Carol",10629,http://viaf.org/viaf/106738527
"Moreno-Garcia, Silvia",8532,http://viaf.org/viaf/169309989
"Moreno-García, Silvia",9842,http://viaf.org/viaf/169309989
"Morgan, Dwayne",11488; 11492; 9015; 9729,http://viaf.org/viaf/106553596
"Morgan, Dwayne,",10042,http://viaf.org/viaf/106553596
"Morgan-Cole, Trudy",11046,http://viaf.org/viaf/105957532
